Date,Instrument,Class,Start_Time,Peak_Time,Stop_Time,Peak_Flux,Background_Flux
15 March 2026,HEL1OS,B-Class,83717,83824,83855,4.4451815148142814e-07,1.7595307917887917e-08
15 March 2026,HEL1OS,B-Class,84634,84751,84998,4.064576802507692e-07,-1.0321569420567915e-08
15 March 2026,HEL1OS,B-Class,85320,85415,85463,3.465567802608835e-07,-1.0321569420567915e-08
15 March 2026,HEL1OS,B-Class,85464,85555,85663,3.533451309535722e-07,-1.0321569420567915e-08
15 March 2026,HEL1OS,B-Class,85755,85859,85908,2.9002123571644226e-07,-1.0321569420567915e-08
15 March 2026,HEL1OS,B-Class,85963,86096,86302,3.488279906967213e-07,-1.0321569420567915e-08
15 May 2026,SoLEXS,B-Class,10979,11281,11294,8.971220548083409e-07,9.407220143593556e-08
15 May 2026,SoLEXS,B-Class,34509,34575,34698,2.4322378400241827e-07,2.989382141773581e-08
15 May 2026,SoLEXS,C-Class,42415,42631,42964,1.963549398321297e-06,1.482556375771006e-08
15 May 2026,SoLEXS,C-Class,47533,47626,48075,3.7182404692080783e-06,2.3778946303973265e-08
15 May 2026,SoLEXS,B-Class,49669,49882,49985,2.413368389119137e-07,2.1474365456567138e-08
15 May 2026,SoLEXS,C-Class,58336,58489,59142,5.403390636060076e-06,1.9753261199311662e-08
15 May 2026,SoLEXS,B-Class,72283,72459,72584,1.6547274749721323e-07,1.4081302457275257e-08
15 May 2026,SoLEXS,B-Class,82127,82204,82448,2.3626453635351568e-07,2.1146728688440947e-08
15 May 2026,HEL1OS,B-Class,1368,1740,1952,4.961856608352539e-07,1.5377692385478277e-08
15 May 2026,HEL1OS,B-Class,1954,1968,2299,8.277864293659326e-07,1.5377692385478277e-08
15 May 2026,HEL1OS,B-Class,2409,2525,2553,4.033987258569984e-07,1.5377692385478277e-08
15 May 2026,HEL1OS,B-Class,4510,4592,4802,5.0925674992414e-07,1.2971989078773937e-08
15 May 2026,HEL1OS,B-Class,4827,4846,5007,3.69480230559194e-07,1.2971989078773937e-08
15 May 2026,HEL1OS,B-Class,5271,5305,5417,3.779775508140223e-07,1.2971989078773937e-08
15 May 2026,HEL1OS,B-Class,5472,5491,5666,5.47930023258146e-07,1.2971989078773937e-08
15 May 2026,HEL1OS,B-Class,6391,6541,6553,4.317109920113103e-07,2.0328647992718465e-08
15 May 2026,HEL1OS,B-Class,6600,6936,6949,5.167479017089511e-07,2.0328647992718465e-08
15 May 2026,HEL1OS,B-Class,7060,7118,7227,3.966134088380888e-07,1.7150369096975803e-08
15 May 2026,HEL1OS,B-Class,7228,7294,7384,3.8667205986448216e-07,1.7150369096975803e-08
15 May 2026,HEL1OS,B-Class,7385,7553,7594,4.6069875619373415e-07,1.7150369096975803e-08
15 May 2026,HEL1OS,B-Class,7596,7809,7849,5.072231772676531e-07,1.7150369096975803e-08
15 May 2026,HEL1OS,B-Class,7850,7900,8105,4.1844170290219963e-07,1.7150369096975803e-08
15 May 2026,HEL1OS,B-Class,8417,8561,8575,3.9904135908583875e-07,2.682475477803527e-08
15 May 2026,HEL1OS,B-Class,10999,11135,11172,8.550358984730203e-07,7.005763980179748e-08
15 May 2026,HEL1OS,B-Class,12013,12105,12410,3.991434927697299e-07,1.1762564465567389e-08
15 May 2026,HEL1OS,B-Class,12411,12428,12612,4.990898978662984e-07,-9.911012235817249e-09
15 May 2026,HEL1OS,B-Class,12620,12875,12971,5.20590555162283e-07,-9.911012235817249e-09
15 May 2026,HEL1OS,B-Class,15229,15545,15639,4.878966528465797e-07,1.6177571038527055e-08
15 May 2026,HEL1OS,B-Class,15641,15672,15764,4.6344018606530863e-07,1.6177571038527055e-08
15 May 2026,HEL1OS,B-Class,15767,15783,16045,8.003913439174554e-07,1.6177571038527055e-08
15 May 2026,HEL1OS,B-Class,16046,16300,16399,4.212175144099354e-07,1.6177571038527055e-08
15 May 2026,HEL1OS,B-Class,16400,16419,16552,4.1818990797854714e-07,2.3351198301141877e-08
15 May 2026,HEL1OS,B-Class,17927,18001,18063,5.103064010516553e-07,2.6934978258670285e-08
15 May 2026,HEL1OS,B-Class,18561,18573,18772,4.43737486095646e-07,1.1008190919202778e-08
15 May 2026,HEL1OS,B-Class,18773,18854,18912,4.2607442613002826e-07,1.1008190919202778e-08
15 May 2026,HEL1OS,B-Class,19030,19481,19515,3.857427444635316e-07,1.1008190919202778e-08
15 May 2026,HEL1OS,B-Class,19527,19612,19719,4.2429972696934474e-07,1.1008190919202778e-08
15 May 2026,HEL1OS,B-Class,19834,20059,20139,4.2879057538677815e-07,2.102942663565504e-08
15 May 2026,HEL1OS,B-Class,21720,21737,21897,4.1273435129940886e-07,3.079785620386178e-08
15 May 2026,HEL1OS,B-Class,21899,22175,22252,4.218161593689808e-07,3.079785620386178e-08
15 May 2026,HEL1OS,B-Class,22253,22323,22394,4.3701486500150125e-07,-3.422894124784989e-08
15 May 2026,HEL1OS,B-Class,22395,22425,22520,4.0132268176760633e-07,-3.422894124784989e-08
15 May 2026,HEL1OS,B-Class,22813,22906,23008,6.403569622812998e-07,-3.422894124784989e-08
15 May 2026,HEL1OS,B-Class,23283,23433,23475,3.823430073819259e-07,-2.6466781272119573e-08
15 May 2026,HEL1OS,B-Class,23643,23684,23770,3.3499342704013364e-07,-2.6466781272119573e-08
15 May 2026,HEL1OS,B-Class,23772,23791,23949,4.4532915360499977e-07,-2.6466781272119573e-08
15 May 2026,HEL1OS,B-Class,23953,24159,24173,3.778744059055381e-07,-2.6466781272119573e-08
15 May 2026,HEL1OS,B-Class,24651,25076,25253,4.2382950753360806e-07,3.5696228132266905e-08
15 May 2026,HEL1OS,B-Class,25271,25401,25537,3.795944989382006e-07,2.125088482151809e-08
15 May 2026,HEL1OS,B-Class,25596,25647,25887,3.67792496713507e-07,2.125088482151809e-08
15 May 2026,HEL1OS,B-Class,26440,26481,26568,4.4784406916774615e-07,-4.0347861259985984e-10
15 May 2026,HEL1OS,B-Class,26649,26954,26968,6.869905956112607e-07,-4.0347861259985984e-10
15 May 2026,HEL1OS,B-Class,26975,27017,27129,3.7807665082413456e-07,-4.0347861259985984e-10
15 May 2026,HEL1OS,B-Class,27215,27229,27438,3.5086965314995207e-07,-4.0347861259985984e-10
15 May 2026,HEL1OS,B-Class,27454,27584,27602,4.224592982101174e-07,-4.0347861259985984e-10
15 May 2026,HEL1OS,B-Class,27675,27691,27838,3.8217211042571195e-07,4.796440489432532e-08
15 May 2026,HEL1OS,B-Class,27839,27848,28045,6.006330265951853e-07,2.1634138942258308e-08
15 May 2026,HEL1OS,B-Class,28047,28107,28267,4.3844170290219897e-07,2.1634138942258308e-08
15 May 2026,HEL1OS,B-Class,28286,28311,28456,4.983031651329582e-07,2.1634138942258308e-08
15 May 2026,HEL1OS,B-Class,28457,28511,28624,3.3058347659013886e-07,2.1634138942258308e-08
15 May 2026,HEL1OS,B-Class,29234,29363,29651,3.6942865810495193e-07,4.3041763575688665e-08
15 May 2026,HEL1OS,B-Class,29654,29772,29853,4.144554555566644e-07,9.074729497421048e-09
15 May 2026,HEL1OS,B-Class,29863,29908,29986,3.178794620285052e-07,9.074729497421048e-09
15 May 2026,HEL1OS,B-Class,29989,30556,30681,6.100040448983502e-07,9.074729497421048e-09
15 May 2026,HEL1OS,B-Class,30970,30989,31155,3.7442916371724826e-07,2.3794114672867996e-08
15 May 2026,HEL1OS,B-Class,31160,31237,31323,3.461108302153784e-07,2.3794114672867996e-08
15 May 2026,HEL1OS,B-Class,31354,31385,31503,3.678026089594368e-07,2.3794114672867996e-08
15 May 2026,HEL1OS,B-Class,31713,31799,31841,4.3744665790270454e-07,4.379108099908835e-08
15 May 2026,HEL1OS,B-Class,31844,31877,31965,3.62206492061874e-07,1.3090302356152834e-08
15 May 2026,HEL1OS,B-Class,31968,32054,32129,4.6032156942055187e-07,7.82384467590223e-09
15 May 2026,HEL1OS,B-Class,32314,32457,32507,4.956476893517872e-07,7.82384467590223e-09
15 May 2026,HEL1OS,B-Class,32517,32530,32768,3.819314389725822e-07,7.82384467590223e-09
15 May 2026,HEL1OS,B-Class,32769,32846,33124,4.768692486601103e-07,7.82384467590223e-09
15 May 2026,HEL1OS,B-Class,33155,33297,33384,3.631873799170666e-07,-6.711497623622001e-09
15 May 2026,HEL1OS,B-Class,33440,33455,33665,3.5194256244310606e-07,-6.711497623622001e-09
15 May 2026,HEL1OS,B-Class,33933,33965,34077,3.340893922540077e-07,-2.0670441905146393e-08
15 May 2026,HEL1OS,B-Class,34078,34163,34240,3.549256749924031e-07,-2.0670441905146393e-08
15 May 2026,HEL1OS,B-Class,34241,34347,34379,3.516321164930606e-07,-2.0670441905146393e-08
15 May 2026,HEL1OS,B-Class,34410,34486,34653,3.9328546870258484e-07,-2.0670441905146393e-08
15 May 2026,HEL1OS,B-Class,34657,34855,34878,3.203377490140446e-07,-2.0670441905146393e-08
15 May 2026,HEL1OS,B-Class,35135,35466,35501,3.6815148144401557e-07,1.9089897866315425e-08
15 May 2026,HEL1OS,B-Class,35688,35764,35811,3.708302153908251e-07,1.9089897866315425e-08
15 May 2026,HEL1OS,B-Class,36070,36189,36221,3.746607341490411e-07,4.6536555769034225e-09
15 May 2026,HEL1OS,B-Class,36610,36628,36894,4.569016078470865e-07,4.6536555769034225e-09
15 May 2026,HEL1OS,B-Class,36995,37069,37132,3.411699868540681e-07,4.6536555769034225e-09
15 May 2026,HEL1OS,B-Class,37136,37268,37288,4.138992820305242e-07,4.6536555769034225e-09
15 May 2026,HEL1OS,B-Class,37314,37455,37596,3.1982606936999564e-07,2.0684599049448176e-08
15 May 2026,HEL1OS,B-Class,37734,37940,38132,5.283203559510379e-07,-3.121650318535632e-08
15 May 2026,HEL1OS,B-Class,38224,38235,38457,4.849843260187914e-07,-3.121650318535632e-08
15 May 2026,HEL1OS,B-Class,38594,38657,38817,4.5243401759529184e-07,-3.121650318535632e-08
15 May 2026,HEL1OS,B-Class,40050,40215,40227,4.3600768530689107e-07,-3.9628880574374165e-08
15 May 2026,HEL1OS,B-Class,40376,40519,40533,3.236454646576889e-07,-3.9628880574374165e-08
15 May 2026,HEL1OS,B-Class,40591,40604,40739,6.647517443623992e-07,-7.155627464859685e-08
15 May 2026,HEL1OS,B-Class,40905,40924,41074,5.293002325816375e-07,-7.155627464859685e-08
15 May 2026,HEL1OS,B-Class,41248,41427,41531,4.152280311457027e-07,-7.155627464859685e-08
15 May 2026,HEL1OS,B-Class,41532,41564,41677,3.8166346445544195e-07,-7.155627464859685e-08
15 May 2026,HEL1OS,C-Class,42406,42563,42899,2.0039508544847095e-06,5.213570634037633e-08
15 May 2026,HEL1OS,B-Class,43223,43624,43685,3.5662352108402e-07,-2.5881686722620174e-07
15 May 2026,HEL1OS,B-Class,43686,43830,43835,3.456487005763857e-07,-2.5881686722620174e-07
15 May 2026,HEL1OS,B-Class,46778,46792,46934,3.333683891192115e-07,1.6080493477600802e-08
15 May 2026,HEL1OS,C-Class,47136,47557,47815,9.383336029931914e-06,1.6080493477600802e-08
15 May 2026,HEL1OS,B-Class,51847,52104,52228,4.599160683587661e-07,-4.4353321872786375e-08
15 May 2026,HEL1OS,B-Class,52447,52492,52596,4.2281524926684714e-07,-4.4353321872786375e-08
15 May 2026,HEL1OS,B-Class,52627,52639,53052,3.850682576600125e-07,-4.4353321872786375e-08
15 May 2026,HEL1OS,B-Class,54039,54426,54499,4.6334715340275424e-07,7.203964000404236e-09
15 May 2026,HEL1OS,B-Class,54511,54613,54791,4.253342097279654e-07,7.203964000404236e-09
15 May 2026,HEL1OS,B-Class,54792,54817,55114,3.8291333805236783e-07,7.203964000404236e-09
15 May 2026,HEL1OS,B-Class,56096,56363,56487,3.5350187076548436e-07,1.3861866720598145e-08
15 May 2026,HEL1OS,B-Class,56489,56605,56695,4.630538982707894e-07,1.3861866720598145e-08
15 May 2026,HEL1OS,B-Class,56821,56947,57057,4.0841237738900357e-07,-3.5732632217614273e-08
15 May 2026,HEL1OS,B-Class,57058,57277,57335,4.30539993932637e-07,-3.5732632217614273e-08
15 May 2026,HEL1OS,B-Class,57360,57390,57736,5.56787339468076e-07,-3.5732632217614273e-08
15 May 2026,HEL1OS,C-Class,58325,58410,58942,6.516139144503761e-06,8.00313479623796e-08
15 May 2026,HEL1OS,B-Class,59277,59387,59481,3.4613509960561004e-07,-2.847203964000302e-08
15 May 2026,HEL1OS,B-Class,59623,59642,59762,4.266862170087824e-07,-2.847203964000302e-08
15 May 2026,HEL1OS,B-Class,59832,59843,59994,4.1235514207704064e-07,8.994842754575441e-09
15 May 2026,HEL1OS,B-Class,60383,60630,60648,4.271776721609717e-07,2.550712913337964e-08
15 May 2026,HEL1OS,B-Class,61402,61422,61594,3.5703812316714273e-07,1.5673981191222025e-08
15 May 2026,HEL1OS,B-Class,61712,61921,61998,5.229335625442225e-07,-3.866316108807631e-08
15 May 2026,HEL1OS,B-Class,62010,62123,62156,4.2439983820405e-07,-3.866316108807631e-08
15 May 2026,HEL1OS,B-Class,62168,62184,62527,3.9080291232681385e-07,-3.866316108807631e-08
15 May 2026,HEL1OS,B-Class,62529,62546,62931,4.1478208110019753e-07,-3.866316108807631e-08
15 May 2026,HEL1OS,B-Class,62962,63190,63215,4.06466781272106e-07,2.045505106684123e-08
15 May 2026,HEL1OS,B-Class,63319,63636,63716,5.433329962584497e-07,2.045505106684123e-08
15 May 2026,HEL1OS,B-Class,64554,64656,64735,4.297674183435988e-07,3.804024673879936e-08
15 May 2026,HEL1OS,B-Class,64938,64993,65089,4.420851451107133e-07,-1.0721003134795849e-08
15 May 2026,HEL1OS,B-Class,65170,65290,65333,4.977773283446076e-07,-1.0721003134795849e-08
15 May 2026,HEL1OS,B-Class,65371,65530,65682,4.760279097987493e-07,-1.0721003134795849e-08
15 May 2026,HEL1OS,B-Class,65818,65838,65950,3.659894832642199e-07,2.0683587824855182e-08
15 May 2026,HEL1OS,B-Class,65952,66030,66128,4.03540297300016e-07,2.0683587824855182e-08
15 May 2026,HEL1OS,B-Class,66130,66141,66258,4.721266053190245e-07,2.0683587824855182e-08
15 May 2026,HEL1OS,B-Class,66271,66390,66592,4.891718070583302e-07,2.0683587824855182e-08
15 May 2026,HEL1OS,B-Class,66614,66629,66773,4.0304985337241963e-07,2.0683587824855182e-08
15 May 2026,HEL1OS,B-Class,67579,67674,67784,3.703478612599726e-07,1.961472343007314e-08
15 May 2026,HEL1OS,B-Class,67785,67905,67975,3.486479927191705e-07,1.961472343007314e-08
15 May 2026,HEL1OS,B-Class,67976,68082,68099,3.6419253716249075e-07,1.3929618768327966e-08
15 May 2026,HEL1OS,B-Class,68246,68325,68502,4.904580847406034e-07,1.3929618768327966e-08
15 May 2026,HEL1OS,B-Class,68512,68551,68800,3.966922843563414e-07,1.3929618768327966e-08
15 May 2026,HEL1OS,B-Class,68801,68953,68999,3.310081909191913e-07,1.3929618768327966e-08
15 May 2026,HEL1OS,B-Class,69526,69721,69757,5.654858934169077e-07,4.9740115279601845e-08
15 May 2026,HEL1OS,B-Class,70133,70239,70288,4.121913236929775e-07,4.205683082212412e-09
15 May 2026,HEL1OS,B-Class,70289,70339,70747,4.215967236323036e-07,4.205683082212412e-09
15 May 2026,HEL1OS,B-Class,71156,71608,71752,4.3012235817573553e-07,3.01587622610971e-08
15 May 2026,HEL1OS,B-Class,71797,72119,72371,4.867741935483697e-07,4.1217514409949e-09
15 May 2026,HEL1OS,B-Class,76077,76458,76472,3.7165739710788443e-07,1.2324805339265409e-08
15 May 2026,HEL1OS,B-Class,76677,76696,76823,3.8275457579126963e-07,1.2324805339265409e-08
15 May 2026,HEL1OS,B-Class,76826,77031,77182,4.451056729699507e-07,1.2324805339265409e-08
15 May 2026,HEL1OS,B-Class,78909,79047,79072,4.0326928910909673e-07,9.97269693598913e-09
15 May 2026,HEL1OS,B-Class,79555,79667,79681,3.4818687430477065e-07,9.97269693598913e-09
15 May 2026,HEL1OS,B-Class,79936,79957,80114,3.494802305591947e-07,9.97269693598913e-09
15 May 2026,HEL1OS,B-Class,80446,80559,80648,4.471837395085289e-07,1.8180806957224555e-08
15 May 2026,HEL1OS,B-Class,80649,80932,80946,3.764920618869316e-07,1.8180806957224555e-08
15 May 2026,HEL1OS,B-Class,81154,81189,81343,4.1521690767517985e-07,1.8180806957224555e-08
15 May 2026,HEL1OS,B-Class,81495,81538,81619,3.279209222368172e-07,1.762362220649147e-08
15 May 2026,HEL1OS,B-Class,81746,82001,82026,4.662250985943812e-07,1.762362220649147e-08
15 May 2026,HEL1OS,B-Class,82142,82182,82332,4.841530994033602e-07,4.8326423298613106e-09
15 May 2026,HEL1OS,B-Class,82427,82467,82582,3.6839619779551726e-07,4.8326423298613106e-09
15 May 2026,HEL1OS,B-Class,82657,82762,82812,3.3302356153300464e-07,4.8326423298613106e-09
15 May 2026,HEL1OS,B-Class,83051,83225,83240,3.610051572454113e-07,4.8326423298613106e-09
15 May 2026,HEL1OS,B-Class,83321,83411,83469,3.962139751238609e-07,1.989382141773616e-08
15 May 2026,HEL1OS,B-Class,83470,83481,83652,3.634958034179261e-07,1.989382141773616e-08
15 May 2026,HEL1OS,B-Class,85672,85713,85796,3.160491455152077e-07,2.5503084235007697e-08
15 May 2026,HEL1OS,B-Class,85910,85966,86102,3.721458185862947e-07,-1.4786656891495586e-07
15 May 2026,HEL1OS,B-Class,86110,86140,86331,3.9317423399735675e-07,-1.4786656891495586e-07
16 February 2026,SoLEXS,M-Class,15045,15975,15976,1.2148639902922007e-05,2.508848215188504e-08
16 February 2026,HEL1OS,C-Class,15144,15743,15801,1.0404631408635486e-06,-4.1055718475071847e-10
16 January 2026,SoLEXS,C-Class,32129,32744,32762,3.229031246839808e-06,9.912225705328799e-08
16 January 2026,SoLEXS,C-Class,83011,83422,83557,2.5635615330163914e-06,1.7305996561835766e-07
16 January 2026,HEL1OS,B-Class,32131,32809,33071,5.365244210739014e-07,-1.2316715542521557e-09
16 January 2026,HEL1OS,C-Class,43183,43201,43353,3.1035271513802106e-06,-3.3378299120233416e-07
16 January 2026,HEL1OS,B-Class,44442,44466,44633,3.6456669026189417e-07,-4.413691980988822e-08
16 January 2026,HEL1OS,B-Class,44738,44874,44889,3.4037516432398424e-07,-4.799271918292883e-08
16 January 2026,HEL1OS,B-Class,45137,45148,45397,3.5759227424409685e-07,-4.799271918292883e-08
16 January 2026,HEL1OS,B-Class,45398,45444,45736,4.1122560420667964e-07,-4.799271918292883e-08
16 January 2026,HEL1OS,B-Class,48555,48572,48694,3.4821215491959524e-07,2.63494792193337e-08
16 January 2026,HEL1OS,B-Class,48695,48800,48945,5.279168773384379e-07,1.3305693194457997e-08
16 January 2026,HEL1OS,B-Class,48972,48993,49099,2.692425927798468e-07,-1.0078875518252282e-08
16 January 2026,HEL1OS,B-Class,49600,49706,49893,4.1663262210535473e-07,-1.0078875518252282e-08
16 January 2026,HEL1OS,B-Class,52855,52954,53088,3.910557184750594e-07,1.2041662453230417e-08
16 January 2026,HEL1OS,B-Class,53099,53244,53264,3.1835574881179975e-07,1.2041662453230417e-08
16 January 2026,HEL1OS,B-Class,53265,53321,53454,3.055030842349977e-07,1.2041662453230417e-08
16 January 2026,HEL1OS,B-Class,53756,53787,53882,3.067307108908779e-07,1.2041662453230417e-08
16 January 2026,HEL1OS,B-Class,53883,53914,54048,3.0720699767417244e-07,1.2041662453230417e-08
16 January 2026,HEL1OS,B-Class,61047,61238,61268,3.0641419759327456e-07,-1.4915562746485476e-08
16 January 2026,HEL1OS,B-Class,63397,63550,63627,3.2146728688440556e-07,-5.436343411871567e-09
16 January 2026,HEL1OS,B-Class,64052,64122,64362,3.4536758013953665e-07,-5.436343411871567e-09
16 January 2026,HEL1OS,B-Class,68071,68228,68380,3.1995853979167634e-07,2.7192840529880723e-08
16 January 2026,HEL1OS,B-Class,68381,68499,68576,3.008484174335012e-07,1.4612195368590865e-08
16 January 2026,HEL1OS,B-Class,68769,68943,68987,3.46083527151368e-07,1.4612195368590865e-08
16 January 2026,HEL1OS,C-Class,68988,69247,69308,1.191218525634501e-06,1.4612195368590865e-08
16 January 2026,HEL1OS,B-Class,69517,69571,70035,6.855384770957385e-07,3.972899180907937e-08
16 January 2026,HEL1OS,B-Class,70228,70360,70393,3.3355546566891313e-07,9.687531600768037e-10
16 January 2026,HEL1OS,B-Class,70402,70474,70526,3.1271210435836684e-07,9.687531600768037e-10
16 January 2026,HEL1OS,B-Class,70528,70539,70819,3.617261603802075e-07,9.687531600768037e-10
16 January 2026,HEL1OS,B-Class,73812,73842,73937,3.810739205177334e-07,3.122762665587916e-08
16 January 2026,HEL1OS,B-Class,78249,78369,78388,3.786661947618431e-07,9.239559106077162e-09
16 January 2026,HEL1OS,B-Class,78399,78413,78524,3.3028617655980214e-07,9.239559106077162e-09
16 January 2026,HEL1OS,B-Class,78525,78595,78802,3.475113762766587e-07,9.239559106077162e-09
16 January 2026,HEL1OS,B-Class,78931,78956,79150,4.507472949741977e-07,9.239559106077162e-09
16 January 2026,HEL1OS,C-Class,83262,83396,83919,2.564204671857528e-06,7.296794418039989e-08
16 January 2026,HEL1OS,B-Class,83921,83982,84044,3.5809788654058793e-07,-1.4238042269187539e-09
16 January 2026,HEL1OS,B-Class,84259,84493,84553,5.509060572352924e-07,-1.4238042269187539e-09
16 January 2026,HEL1OS,B-Class,85808,85976,86102,3.452007280816946e-07,1.0700146627566456e-08
16 January 2026,HEL1OS,B-Class,86107,86370,86389,3.5972494691069604e-07,1.0700146627566456e-08
16 May 2026,SoLEXS,C-Class,54687,54756,55180,1.6189129335624863e-06,4.3121650318534206e-08
16 May 2026,SoLEXS,M-Class,57519,58309,58473,1.0332052785923385e-05,4.705834765901338e-08
16 May 2026,SoLEXS,M-Class,63639,63705,63999,1.3835263424005979e-05,4.7394984326017114e-07
16 May 2026,SoLEXS,C-Class,72135,72235,72466,1.273256143189357e-06,1.549074729497366e-07
16 May 2026,SoLEXS,C-Class,84006,84615,84658,2.6306805541509832e-06,5.513499848316114e-08
16 May 2026,SoLEXS,C-Class,84744,84752,84994,2.4635504095458725e-06,4.768105976337175e-07
16 May 2026,HEL1OS,B-Class,3108,3356,3375,3.630943472545123e-07,4.366063302659367e-08
16 May 2026,HEL1OS,B-Class,3750,3979,4017,4.0323490747293534e-07,2.0651228637879744e-08
16 May 2026,HEL1OS,B-Class,4018,4117,4201,3.9620386287793106e-07,2.0651228637879744e-08
16 May 2026,HEL1OS,B-Class,6045,6098,6176,3.1947315198704494e-07,2.8933158054402857e-08
16 May 2026,HEL1OS,B-Class,6345,6422,6468,3.160339771463129e-07,1.860046516331211e-08
16 May 2026,HEL1OS,B-Class,6470,6489,6642,3.918333501870625e-07,1.860046516331211e-08
16 May 2026,HEL1OS,B-Class,6648,6699,6784,3.583274345231949e-07,1.860046516331211e-08
16 May 2026,HEL1OS,B-Class,6785,6849,6916,3.0808777429465987e-07,1.860046516331211e-08
16 May 2026,HEL1OS,B-Class,7097,7129,7225,3.21158863383546e-07,1.860046516331211e-08
16 May 2026,HEL1OS,B-Class,7294,7306,7506,4.951906158357595e-07,1.860046516331211e-08
16 May 2026,HEL1OS,B-Class,9060,9235,9266,3.6757204975223685e-07,2.74486803519052e-08
16 May 2026,HEL1OS,B-Class,9440,9517,9571,3.3532510870663175e-07,2.74486803519052e-08
16 May 2026,HEL1OS,B-Class,9681,9830,9843,3.8140762463341747e-07,2.5927798564059995e-09
16 May 2026,HEL1OS,B-Class,10102,10113,10534,3.722894124784982e-07,2.5927798564059995e-09
16 May 2026,HEL1OS,B-Class,10535,10606,10660,3.2776114875112595e-07,2.5927798564059995e-09
16 May 2026,HEL1OS,B-Class,11859,11878,12087,3.914207705531259e-07,-1.2273334007482624e-07
16 May 2026,HEL1OS,B-Class,12088,12152,12286,5.363585802406523e-07,-1.2273334007482624e-07
16 May 2026,HEL1OS,B-Class,12554,12703,12949,3.6687632723226525e-07,-1.2273334007482624e-07
16 May 2026,HEL1OS,B-Class,13245,13428,13668,3.735837799575152e-07,2.178784508039161e-08
16 May 2026,HEL1OS,B-Class,13669,13804,13826,3.322863788047207e-07,5.7427444635451646e-09
16 May 2026,HEL1OS,B-Class,14150,14263,14282,3.5759328546868987e-07,5.7427444635451646e-09
16 May 2026,HEL1OS,B-Class,14545,14683,14695,3.9619880675496615e-07,5.7427444635451646e-09
16 May 2026,HEL1OS,B-Class,14799,14809,15029,4.696228132268009e-07,3.714430174941724e-08
16 May 2026,HEL1OS,B-Class,15197,15287,15339,3.1334715340275954e-07,-2.5988472039638626e-10
16 May 2026,HEL1OS,B-Class,15450,15488,15576,3.789978764283412e-07,-2.5988472039638626e-10
16 May 2026,HEL1OS,B-Class,15778,15808,15938,4.961229649104889e-07,-2.5988472039638626e-10
16 May 2026,HEL1OS,B-Class,15946,15988,16291,4.352624127818633e-07,-2.5988472039638626e-10
16 May 2026,HEL1OS,B-Class,16493,16850,16899,4.0153503893213253e-07,1.2508848215188112e-09
16 May 2026,HEL1OS,B-Class,17355,17505,17526,3.1576600262917266e-07,-3.456770148649893e-08
16 May 2026,HEL1OS,B-Class,17574,17789,17864,3.689412478511346e-07,-3.456770148649893e-08
16 May 2026,HEL1OS,B-Class,18121,18359,18486,3.618930124380496e-07,-3.456770148649893e-08
16 May 2026,HEL1OS,B-Class,18758,18826,18994,4.659652138739848e-07,1.1807058347658626e-08
16 May 2026,HEL1OS,B-Class,19065,19145,19198,3.7719385175446124e-07,-2.0412579633935972e-08
16 May 2026,HEL1OS,B-Class,19199,19298,19355,3.435210840327514e-07,-2.0412579633935972e-08
16 May 2026,HEL1OS,B-Class,19746,19888,20064,4.347214076246179e-07,-2.0412579633935972e-08
16 May 2026,HEL1OS,B-Class,20068,20340,20353,5.369946405096381e-07,-2.0412579633935972e-08
16 May 2026,HEL1OS,B-Class,20641,20768,20782,3.263868945292633e-07,-1.2750530892910907e-08
16 May 2026,HEL1OS,B-Class,20988,21131,21173,3.8515522297500906e-07,1.9181919304276827e-08
16 May 2026,HEL1OS,B-Class,21199,21314,21331,3.958317322277137e-07,-2.611588633835482e-08
16 May 2026,HEL1OS,B-Class,21340,21505,21559,3.4701082010313255e-07,-2.611588633835482e-08
16 May 2026,HEL1OS,B-Class,21782,21882,21969,3.0247851147738834e-07,-4.258469005966072e-08
16 May 2026,HEL1OS,B-Class,22057,22069,22246,3.5937405197693127e-07,-4.258469005966072e-08
16 May 2026,HEL1OS,B-Class,22247,22473,22483,5.666457680250582e-07,-4.258469005966072e-08
16 May 2026,HEL1OS,B-Class,23058,23168,23204,3.9452523005358085e-07,9.599555061178788e-09
16 May 2026,HEL1OS,B-Class,23295,23468,23523,3.1540095055110614e-07,9.599555061178788e-09
16 May 2026,HEL1OS,B-Class,23586,23897,23909,4.5339468095862466e-07,-1.0326119931236356e-07
16 May 2026,HEL1OS,B-Class,24079,24090,24311,4.1769238547879993e-07,-1.0326119931236356e-07
16 May 2026,HEL1OS,B-Class,24317,24386,24483,4.165163312771618e-07,-1.0326119931236356e-07
16 May 2026,HEL1OS,B-Class,24552,24734,24784,3.720012134694983e-07,-1.0326119931236356e-07
16 May 2026,HEL1OS,B-Class,25015,25061,25181,3.783082212559274e-07,-1.893012438062431e-09
16 May 2026,HEL1OS,B-Class,25310,25322,25461,3.2544342198401104e-07,-1.893012438062431e-09
16 May 2026,HEL1OS,B-Class,25509,25558,25641,4.092982101324558e-07,-1.893012438062431e-09
16 May 2026,HEL1OS,B-Class,25960,26025,26084,3.7302457275759617e-07,5.5142077055312184e-09
16 May 2026,HEL1OS,B-Class,26194,26450,26625,3.8829103043784644e-07,5.5142077055312184e-09
16 May 2026,HEL1OS,B-Class,26635,26731,26759,3.7307816766102417e-07,2.0257862271209703e-08
